contest_name,audit_reason,random_audit_status,winners_allowed,ballot_card_count,contest_ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,zero_discrepancy_count,one_vote_under_count,two_vote_under_count,disagreement_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
Town of Silt Board of Trustees,opportunistic_benefits,in_progress,4,16400,729,"""Derek Hanrahan"",""Kim Ingelhart"",""Justin Brintnall"",""Alex Sanchez""",37,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3230,3230
Town of Silt Issue 2A,opportunistic_benefits,in_progress,1,16400,729,"""Yes""",22,0.03000000,0,0,0,0,0,0,0,1.03905000,0,5433,5433
Town of Snowmass Village Ballot Issue 2D,opportunistic_benefits,in_progress,1,6134,965,"""Yes/For""",119,0.03000000,0,0,0,0,0,0,0,1.03905000,0,376,376
Town of Springfield Ballot Issue 2A,opportunistic_benefits,in_progress,1,1387,554,"""NO/AGAINST""",54,0.03000000,0,0,0,0,0,0,0,1.03905000,0,188,188
Town of Springfield Ballot Question 2B,county_wide_contest,in_progress,1,1387,554,"""NO/AGAINST""",146,0.03000000,0,0,0,0,0,0,0,1.03905000,0,70,70
Town of Springfield Ballot Question 2C,county_wide_contest,in_progress,1,1387,554,"""NO/AGAINST""",164,0.03000000,0,0,0,0,0,0,0,1.03905000,0,62,62
Town of Telluride Ballot Issue 2A,opportunistic_benefits,in_progress,1,3017,1045,"""No/Against""",19,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1158,1158
Town of Telluride Ballot Issue 2B,opportunistic_benefits,in_progress,1,3017,1045,"""No/Against""",116,0.03000000,0,0,0,0,0,0,0,1.03905000,0,190,190
Town of Telluride Ballot Question 2C,opportunistic_benefits,in_progress,1,3017,1045,"""Yes/For""",783,0.03000000,0,0,0,0,0,0,0,1.03905000,0,29,29
Town of Telluride Ballot Question 300,county_wide_contest,in_progress,1,3017,1045,"""No/Against""",266,0.03000000,0,0,0,0,0,0,0,1.03905000,0,83,83
Town of Telluride Town Council,opportunistic_benefits,in_progress,4,3017,1045,"""Meehan Fee"",""Mindy J. Smith"",""Kristen Permakoff"",""Dan Enright""",24,0.03000000,0,0,0,0,0,0,0,1.03905000,0,917,917
Town of Timnath Ballot Issue 3A,opportunistic_benefits,in_progress,1,271661,4062,"""Yes/For""",336,0.03000000,0,0,0,0,0,0,0,1.03905000,0,5892,5892
Town of Vail Ballot Issue 2A,opportunistic_benefits,in_progress,1,16399,1820,"""No/Against""",35,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3415,3415
Town of Vail - Council Members At-Large,opportunistic_benefits,in_progress,4,16399,1820,"""Kevin R. Foley"",""Sam Biszantz"",""Kim Langmaid"",""Barry Davis""",108,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1107,1107
Town of Winter Park Ballot Issue 2C,opportunistic_benefits,in_progress,1,6627,390,"""No""",15,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3220,3220
Town of Winter Park Ballot Question 2D,opportunistic_benefits,in_progress,1,6627,390,"""Yes""",249,0.03000000,0,0,0,0,0,0,0,1.03905000,0,194,194
Town of Yampa Ballot Question 2C,opportunistic_benefits,in_progress,1,10308,153,"""Yes/For""",20,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3756,3756
Twining Flats Road Improvement District Ballot Issue 6C,opportunistic_benefits,in_progress,1,6134,22,"""Yes/For""",10,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4470,4470
Upper Pine River Fire Protection District Ballot Issue 7B,opportunistic_benefits,in_progress,1,26718,4116,"""Yes/For""",605,0.03000000,0,0,0,0,0,0,0,1.03905000,0,322,322
Upper Rio Grande School District C-7 Director-Four Year Term,opportunistic_benefits,in_progress,2,3302,1476,"""Jeremy Lee Gallegos"",""Jill A. Martinez""",127,0.03000000,0,0,0,0,0,0,0,1.03905000,0,190,190
Victor Council Ward 1,opportunistic_benefits,not_auditable,1,10151,60,"""Steve Bracklein""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Victor Council Ward 2,opportunistic_benefits,not_auditable,1,10151,69,"""Nancy J. Hanks""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Walsh School District RE-1 Board of Directors - Four Year Term,opportunistic_benefits,in_progress,2,1387,323,"""Jessami Graham"",""Matt Tedder""",26,0.03000000,0,0,0,0,0,0,0,1.03905000,0,389,389
Walsh School District RE-1 Board of Directors - Two Year Term,opportunistic_benefits,in_progress,2,1387,323,"""Joe G. Thompson"",""Marisela Calzada""",134,0.03000000,0,0,0,0,0,0,0,1.03905000,0,76,76
Weld County School District 6 Board of Education School Director,opportunistic_benefits,in_progress,4,80475,24583,"""Kyle L Bentley"",""Weston Edmunds"",""Robyn Roggy"",""Deana Lemos-Garcia""",2566,0.03000000,0,0,0,0,0,0,0,1.03905000,0,229,229
Weld County School District RE-10J Ballot Issue 5B,opportunistic_benefits,in_progress,1,80475,278,"""Yes/For""",25,0.03000000,0,0,0,0,0,0,0,1.03905000,0,23457,23457
Weld County School District RE-10J Director District B,opportunistic_benefits,not_auditable,1,80475,278,"""Leonard Krise""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Weld County School District RE-10J Director District C,opportunistic_benefits,not_auditable,1,80475,278,"""Jessica M Francis""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Weld County School District RE-4 Director District A,opportunistic_benefits,in_progress,1,80475,14029,"""Raymond Ruth""",1130,0.03000000,0,0,0,0,0,0,0,1.03905000,0,519,519
Weld County School District RE-4 Director District C,opportunistic_benefits,not_auditable,1,80475,14029,"""Lance Nichols""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Weldon Valley School District RE-20J Board of Education (2 year term),opportunistic_benefits,not_auditable,1,87431,322,"""Kyle Groves""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Weldon Valley School District RE-20J Board of Education (4 year term),opportunistic_benefits,in_progress,3,87431,322,"""Leigha Mertens"",""Dustin A. Heid"",""Mickaela Gronsten""",105,0.03000000,0,0,0,0,0,0,0,1.03905000,0,6068,6068
Weld RE-8 School District Director District A,opportunistic_benefits,not_auditable,1,110153,3022,"""Brian Hardwick""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Weld RE-8 School District Director District F,opportunistic_benefits,not_auditable,1,110153,3022,"""Dez Packard""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Weld RE-8 School District Director District G,opportunistic_benefits,in_progress,1,110153,3022,"""Erica Seegrist""",476,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1687,1687
Wellington Fire Protection District Ballot Issue 6D,opportunistic_benefits,in_progress,1,191186,4472,"""No/Against""",583,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2390,2390
West Grand School District 1-Jt Board of Directors - 2 year term,opportunistic_benefits,in_progress,1,32187,1059,"""Sheena Darland""",115,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2040,2040
West Grand School District 1-Jt Board of Directors - 4 year term,opportunistic_benefits,in_progress,4,32187,1059,"""Harold Lee Bruchez"",""Bryan Klotz"",""Grover Pryor"",""Fletcher Flanigan""",47,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4991,4991
Widefield School District 3 Board of Directors - 4 Year Term,opportunistic_benefits,in_progress,3,189228,11564,"""William ""Wen"" Dolphin"",""Luis Ybarra Jr."",""Michelle Hubbard""",2238,0.03000000,0,0,0,0,0,0,0,1.03905000,0,617,617
Widefield School District No. 3 Ballot Issue 4A,opportunistic_benefits,in_progress,1,189228,11564,"""Yes/For""",387,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3564,3564
Widefield School District No. 3 Ballot Issue 4B,opportunistic_benefits,in_progress,1,189228,11564,"""Yes/For""",833,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1656,1656
Wiggins School District RE-50J Board of Education,opportunistic_benefits,in_progress,2,80475,58,"""Derek Pope"",""Jessica Musgrave""",18,0.03000000,0,0,0,0,0,0,0,1.03905000,0,32579,32579
Wiggins School District RE-50J Board Of Education,opportunistic_benefits,in_progress,2,113427,980,"""Derek Pope"",""Jessica Musgrave""",244,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3388,3388
Willow Trace Metropolitan District Ballot Issue 6G,opportunistic_benefits,in_progress,1,174299,721,"""Yes/For""",256,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4962,4962
Woodland Park School District RE-2 Board of Directors - District B - At Large,opportunistic_benefits,in_progress,1,10151,8200,"""Laura Gordon""",1261,0.03000000,0,0,0,0,0,0,0,1.03905000,0,59,59
Woodland Park School District RE-2 Board of Directors - District D,opportunistic_benefits,in_progress,1,10151,8200,"""Kassidi Gilgenast""",1661,0.03000000,0,0,0,0,0,0,0,1.03905000,0,45,45
Woodland Park School District RE-2 Board of Directors - District E,county_wide_contest,in_progress,1,10151,8200,"""Carol Greenstreet""",1195,0.03000000,0,0,0,0,0,0,0,1.03905000,0,62,62
Wray School District RD-2 Board of Education Directors,opportunistic_benefits,in_progress,2,2750,1162,"""Jeffrey Wingfield"",""Maggie Bowman""",67,0.03000000,0,0,0,0,0,0,0,1.03905000,0,300,300
Yuma School District-1 Board of Education Directors,opportunistic_benefits,not_auditable,3,2750,1275,"""Ronella M. Noble"",""John Deering"",""Jeff M. Ovalle""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
