contest_name,audit_reason,random_audit_status,winners_allowed,ballot_card_count,contest_ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,zero_discrepancy_count,one_vote_under_count,two_vote_under_count,disagreement_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
City of Florence - City Council - Ward 1,opportunistic_benefits,not_auditable,1,14829,315,"""Rudl Mergelman""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Florence - City Council - Ward 3,opportunistic_benefits,not_auditable,1,14829,407,"""Brenda Gardner""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
CITY OF FLORENCE ISSUE 2C,opportunistic_benefits,in_progress,1,14829,1089,"""YES/FOR""",562,0.03000000,0,0,0,0,0,0,0,1.03905000,0,193,193
City of Florence - Mayor,opportunistic_benefits,in_progress,1,14829,1089,"""Steve Wolfe""",517,0.03000000,0,0,0,0,0,0,0,1.03905000,0,210,210
City of Fort Collins Ballot Issue 2A,opportunistic_benefits,in_progress,1,191186,57101,"""Yes/For""",30707,0.03000000,0,0,0,0,0,0,0,1.03905000,0,46,46
City of Fort Collins Ballot Issue 302,opportunistic_benefits,in_progress,1,191186,56984,"""Yes/For""",25091,0.03000000,0,0,0,0,0,0,0,1.03905000,0,56,56
City of Fort Collins Ballot Question 2B,opportunistic_benefits,in_progress,1,191186,57101,"""Yes/For""",34526,0.03000000,0,0,0,0,0,0,0,1.03905000,0,41,41
City of Fort Collins Ballot Question 2C,opportunistic_benefits,in_progress,1,191186,56984,"""Yes/For""",27387,0.03000000,0,0,0,0,0,0,0,1.03905000,0,51,51
City of Fort Collins Ballot Question 2D,opportunistic_benefits,in_progress,1,191186,56984,"""Yes/For""",25482,0.03000000,0,0,0,0,0,0,0,1.03905000,0,55,55
City of Fort Collins Ballot Question 2E,opportunistic_benefits,in_progress,1,191186,56984,"""Yes/For""",36143,0.03000000,0,0,0,0,0,0,0,1.03905000,0,39,39
City of Fort Collins Ballot Question 2F,opportunistic_benefits,in_progress,1,191186,56984,"""No/Against""",8374,0.03000000,0,0,0,0,0,0,0,1.03905000,0,167,167
City of Fort Collins Ballot Question 2G,opportunistic_benefits,in_progress,1,191186,56984,"""Yes/For""",30022,0.03000000,0,0,0,0,0,0,0,1.03905000,0,47,47
City of Fort Collins Ballot Question 2H,opportunistic_benefits,in_progress,1,191186,56984,"""Yes/For""",19485,0.03000000,0,0,0,0,0,0,0,1.03905000,0,72,72
City of Fort Collins Ballot Question 303,opportunistic_benefits,in_progress,1,191186,56984,"""No/Against""",4183,0.03000000,0,0,0,0,0,0,0,1.03905000,0,334,334
City of Fort Collins Councilmember - District 1,opportunistic_benefits,in_progress,1,191186,9821,"""Chris Conway""",2079,0.03000000,0,0,0,0,0,0,0,1.03905000,0,671,671
City of Fort Collins Councilmember - District 3,opportunistic_benefits,in_progress,1,191186,10360,"""Josh Fudge""",2279,0.03000000,0,0,0,0,0,0,0,1.03905000,0,612,612
City of Fort Collins Councilmember - District 5,opportunistic_benefits,in_progress,1,191186,8148,"""Amy Hoeven""",991,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1406,1406
City of Fort Collins Mayor,opportunistic_benefits,in_progress,1,191186,57101,"""Emily Francis""",5847,0.03000000,0,0,0,0,0,0,0,1.03905000,0,239,239
City of Fort Lupton Ballot Issue 2C,opportunistic_benefits,in_progress,1,80475,1640,"""Yes/For""",865,0.03000000,0,0,0,0,0,0,0,1.03905000,0,678,678
City of Fort Lupton Mayor,opportunistic_benefits,not_auditable,1,80475,1640,"""Chris Ceretto""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Fort Lupton Ward 1 Councilmember,opportunistic_benefits,in_progress,1,80475,376,"""Valerie Blackston""",33,0.03000000,0,0,0,0,0,0,0,1.03905000,0,17771,17771
City of Fort Lupton Ward 2 Councilmember,opportunistic_benefits,in_progress,1,80475,704,"""Claud Hanes""",16,0.03000000,0,0,0,0,0,0,0,1.03905000,0,36652,36652
City of Fort Lupton Ward 3 Councilmember,opportunistic_benefits,in_progress,1,80475,560,"""Michael Sanchez""",28,0.03000000,0,0,0,0,0,0,0,1.03905000,0,20944,20944
CITY OF FORT MORGAN BALLOT ISSUE  2A,opportunistic_benefits,in_progress,1,6956,2234,"""Yes/For""",179,0.03000000,0,0,0,0,0,0,0,1.03905000,0,284,284
City of Fort Morgan Councilmember Ward 1,opportunistic_benefits,in_progress,1,6956,791,"""Brian Urdiales""",77,0.03000000,0,0,0,0,0,0,0,1.03905000,0,659,659
City of Fort Morgan Councilmember Ward 2,opportunistic_benefits,not_auditable,1,6956,525,"""R. Jon Kaper""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Fort Morgan Councilmember Ward 3,opportunistic_benefits,not_auditable,1,6956,918,"""James Parks""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Fort Morgan Mayor,county_wide_contest,in_progress,1,6956,2234,"""Doug Schossow""",293,0.03000000,0,0,0,0,0,0,0,1.03905000,0,173,173
City of Fountain Council Member - At Large,opportunistic_benefits,in_progress,1,189228,5068,"""Sean Verhoeff""",411,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3355,3355
City of Fountain Council Member Ward 1 - 4 Year Term,opportunistic_benefits,not_auditable,1,189228,1536,"""Gordon Rick""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Fountain Council Member Ward 3 - 4 Year Term,opportunistic_benefits,not_auditable,1,189228,1422,"""Marcia Gieck""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Fountain Mayor,opportunistic_benefits,in_progress,1,189228,5068,"""Sharon Thompson""",2673,0.03000000,0,0,0,0,0,0,0,1.03905000,0,516,516
City of Golden Council Member Ward 1,opportunistic_benefits,not_auditable,1,199921,1270,"""Emily Kurzinski""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Golden Council Member Ward 2,opportunistic_benefits,in_progress,1,199921,1773,"""Gerchard Pfau""",17,0.03000000,0,0,0,0,0,0,0,1.03905000,0,85696,85696
City of Golden Council Member Ward 3,opportunistic_benefits,in_progress,1,199921,1968,"""Don Cameron""",263,0.03000000,0,0,0,0,0,0,0,1.03905000,0,5540,5540
City of Golden Council Member Ward 4,opportunistic_benefits,in_progress,1,199921,1568,"""Sandra Knecht""",754,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1933,1933
City of Greeley Councilmember At-Large,opportunistic_benefits,in_progress,1,80475,22105,"""Ryan Roth""",4676,0.03000000,0,0,0,0,0,0,0,1.03905000,0,126,126
City of Greeley Councilmember Ward 2,opportunistic_benefits,in_progress,1,80475,4200,"""Deborah DeBoutez""",831,0.03000000,0,0,0,0,0,0,0,1.03905000,0,706,706
City of Greeley Councilmember Ward 3,opportunistic_benefits,in_progress,1,80475,6449,"""Johnny Olson""",591,0.03000000,0,0,0,0,0,0,0,1.03905000,0,993,993
City of Greeley Councilmember Ward 4,opportunistic_benefits,in_progress,1,80475,7549,"""Brian Rudy""",1191,0.03000000,0,0,0,0,0,0,0,1.03905000,0,493,493
City of Greeley Mayor,county_wide_contest,in_progress,1,80475,22105,"""Dale Hall""",2495,0.03000000,0,0,0,0,0,0,0,1.03905000,0,236,236
City of Greenwood Village Councilmember District 1,opportunistic_benefits,not_auditable,2,174299,1591,"""Paul Wiesner"",""Ann Nelson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Greenwood Village Councilmember District 2,opportunistic_benefits,in_progress,2,174299,1155,"""Jay Schneiderman"",""Bob Doyle""",20,0.03000000,0,0,0,0,0,0,0,1.03905000,0,63506,63506
City of Greenwood Village Councilmember District 3,opportunistic_benefits,in_progress,2,174299,1439,"""Donna Johnston"",""Libby Barnacle""",613,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2072,2072
City of Greenwood Village Councilmember District 4,opportunistic_benefits,in_progress,2,174299,1241,"""Katrin Mezger"",""Tom Stahl""",55,0.03000000,0,0,0,0,0,0,0,1.03905000,0,23093,23093
City of Gunnison Ballot Issue 2B,opportunistic_benefits,in_progress,1,6393,1874,"""Yes/For""",19,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2452,2452
City of Gunnison City Council,opportunistic_benefits,in_progress,3,6393,1874,"""Matt Schwartz"",""Audrey Zahradka"",""Loren Ahonen""",55,0.03000000,0,0,0,0,0,0,0,1.03905000,0,848,848
City of Idaho Springs Ballot Question 2A,opportunistic_benefits,in_progress,1,3273,478,"""No/Against""",7,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3408,3408
City of Idaho Springs Ballot Question 2B,opportunistic_benefits,in_progress,1,3273,478,"""No/Against""",6,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3976,3976
City of Idaho Springs Ballot Question 2C,opportunistic_benefits,in_progress,1,3273,478,"""Yes/For""",209,0.03000000,0,0,0,0,0,0,0,1.03905000,0,115,115
"City of Idaho Springs City Council, Ward II",opportunistic_benefits,not_auditable,2,3273,227,"""Kathleen Collier"",""Janine Mariani""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
"City of Idaho Springs Mayor, At Large",opportunistic_benefits,not_auditable,1,3273,478,"""Charles Harmon""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Lafayette Ballot Issue 2C,opportunistic_benefits,in_progress,1,121584,12089,"""Yes/For""",993,0.03000000,0,0,0,0,0,0,0,1.03905000,0,893,893
City of Lafayette City Council,opportunistic_benefits,in_progress,4,121584,12089,"""Crystal Gallegos"",""Annmarie Jensen"",""Saul Tapia Vega"",""Adam Gianola""",362,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2448,2448
City of Lakewood Council Member Ward 1,opportunistic_benefits,not_auditable,1,199921,9335,"""Jeslin Shahrezaei """,0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Lakewood Council Member Ward 2,opportunistic_benefits,not_auditable,1,199921,6598,"""Liz Black""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Lakewood Council Member Ward 3,opportunistic_benefits,in_progress,1,199921,8750,"""Ken Cruz""",1933,0.03000000,0,0,0,0,0,0,0,1.03905000,0,754,754
City of Lakewood Council Member Ward 4,opportunistic_benefits,in_progress,1,199921,11140,"""Bill Furman""",5820,0.03000000,0,0,0,0,0,0,0,1.03905000,0,251,251
City of Lakewood Council Member Ward 5,opportunistic_benefits,in_progress,1,199921,9994,"""Paula Nystrom""",3154,0.03000000,0,0,0,0,0,0,0,1.03905000,0,462,462
City of Lamar Council Member - Ward 1 - Four Year Term,opportunistic_benefits,not_auditable,1,2665,625,"""Brad Johnson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Lamar Council Member - Ward 2 - Four Year Term,opportunistic_benefits,in_progress,1,2665,440,"""David Zavala""",57,0.03000000,0,0,0,0,0,0,0,1.03905000,0,341,341
City of Lamar Council Member - Ward 3 - Four Year Term,opportunistic_benefits,in_progress,1,2665,422,"""Mark Headlee""",110,0.03000000,0,0,0,0,0,0,0,1.03905000,0,177,177
City of Lamar Mayor At Large - Two Year Term,opportunistic_benefits,not_auditable,1,2665,1487,"""Kirk Crespin""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Leadville City Council Ward 1,county_wide_contest,in_progress,1,1745,273,"""Gita Carey""",106,0.03000000,0,0,0,0,0,0,0,1.03905000,0,120,120
City of Leadville City Council Ward 2,opportunistic_benefits,not_auditable,2,1745,226,"""Mitchell Dulleck"",""Shannon Grant""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Leadville City Council Ward 3,opportunistic_benefits,not_auditable,1,1745,250,"""Rebecca Thomas""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Littleton Ballot Question 3A,opportunistic_benefits,in_progress,1,505828,17810,"""Yes/For""",1504,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2451,2451
City of Littleton Council Member At Large,opportunistic_benefits,in_progress,1,131608,96,"""Joel Zink""",33,0.03000000,0,0,0,0,0,0,0,1.03905000,0,29062,29062
City of Littleton Council Member At-Large,opportunistic_benefits,in_progress,1,374220,17714,"""Joel Zink""",2071,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1317,1317
City of Littleton Council Member District I,opportunistic_benefits,in_progress,1,174299,4233,"""Merrill Stillwell""",1145,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1110,1110
City of Littleton Council Member District III,opportunistic_benefits,in_progress,1,174299,5241,"""Amanda Henderson""",654,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1943,1943
City of Littleton Mayor,opportunistic_benefits,in_progress,1,505828,17810,"""Kyle Schlachter""",2639,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1397,1397
City of Longmont City Council At Large,opportunistic_benefits,in_progress,2,202059,34071,"""Jake Marsing"",""Crystal Prieto""",5334,0.03000000,0,0,0,0,0,0,0,1.03905000,0,277,277
City of Longmont City Council Ward 2,opportunistic_benefits,in_progress,1,121584,11352,"""Matthew Popkin""",815,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1088,1088
City of Longmont Mayor,opportunistic_benefits,in_progress,1,202059,34071,"""Susie Hidalgo-Fahring""",4702,0.03000000,0,0,0,0,0,0,0,1.03905000,0,314,314
City of Longmont Municipal Court Judge - Frick,opportunistic_benefits,in_progress,1,202059,34071,"""Yes/For""",12467,0.03000000,0,0,0,0,0,0,0,1.03905000,0,119,119
City of Louisville Ballot Question 300,opportunistic_benefits,in_progress,1,121584,9627,"""No/Against""",5230,0.03000000,0,0,0,0,0,0,0,1.03905000,0,170,170
City of Louisville Ballot Question 301,opportunistic_benefits,in_progress,1,121584,9627,"""No/Against""",4805,0.03000000,0,0,0,0,0,0,0,1.03905000,0,185,185
City of Louisville City Council Ward 1 (4-year term),opportunistic_benefits,in_progress,1,121584,2910,"""Joshua H. Cooperman""",338,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2622,2622
City of Louisville City Council Ward 2 (4-year term),opportunistic_benefits,not_auditable,1,121584,3290,"""Judi Kern""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Louisville City Council Ward 3 (4-year term),opportunistic_benefits,not_auditable,1,121584,3427,"""Dietrich Hoefner""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Loveland City Council - Ward 1,opportunistic_benefits,in_progress,1,191186,7745,"""Geoff Frahm""",773,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1803,1803
City of Loveland City Council - Ward 2,opportunistic_benefits,in_progress,1,191186,9176,"""Sarah Rothberg""",172,0.03000000,0,0,0,0,0,0,0,1.03905000,0,8100,8100
City of Loveland City Council - Ward 3,opportunistic_benefits,in_progress,2,191186,6291,"""Caitlin Wyrick"",""Kalina Middleton""",32,0.03000000,0,0,0,0,0,0,0,1.03905000,0,43537,43537
City of Loveland City Council - Ward 4,opportunistic_benefits,in_progress,1,191186,7656,"""Zeke Cortez""",808,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1725,1725
City of Loveland Mayor,opportunistic_benefits,in_progress,1,191186,30868,"""Patrick McFall""",193,0.03000000,0,0,0,0,0,0,0,1.03905000,0,7219,7219
City of Manitou Springs Ballot Issue 2A,opportunistic_benefits,in_progress,1,189228,2230,"""No/Against""",279,0.03000000,0,0,0,0,0,0,0,1.03905000,0,4943,4943
City of Manitou Springs City Council - Ward 1 - 4 Year Term,opportunistic_benefits,not_auditable,1,189228,729,"""Nathan Nassif""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Manitou Springs City Council - Ward 2 - 4 Year Term,opportunistic_benefits,not_auditable,1,189228,802,"""Carey Storm""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Manitou Springs City Council - Ward 3 - 4 Year Term,opportunistic_benefits,in_progress,1,189228,699,"""Gloria Latimer""",261,0.03000000,0,0,0,0,0,0,0,1.03905000,0,5284,5284
City of Manitou Springs Mayor,opportunistic_benefits,not_auditable,1,189228,2230,"""Natalie Johnson""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Montrose - Amend City Charter,opportunistic_benefits,in_progress,1,16790,8006,"""No/Against""",336,0.03000000,0,0,0,0,0,0,0,1.03905000,0,365,365
City of Northglenn Council Member - Ward 1,opportunistic_benefits,in_progress,1,106471,2009,"""Madison Leighty""",109,0.03000000,0,0,0,0,0,0,0,1.03905000,0,7118,7118
City of Northglenn Council Member - Ward 2,opportunistic_benefits,in_progress,1,186946,1843,"""Joshua D. Sievers""",1025,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1330,1330
City of Northglenn Council Member - Ward 3,opportunistic_benefits,in_progress,1,106471,1510,"""Richard Atsuhiko Kondo""",411,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1888,1888
City of Northglenn Council Member - Ward 4,opportunistic_benefits,in_progress,1,106471,2212,"""Jody Roper""",561,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1383,1383
City of Ouray Council Member - At Large,opportunistic_benefits,not_auditable,1,2633,540,"""Jenny Hart""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Ouray Mayor,opportunistic_benefits,in_progress,1,2633,540,"""Michael S. Underwood""",26,0.03000000,0,0,0,0,0,0,0,1.03905000,0,738,738
City of Rifle Issue 2B,opportunistic_benefits,in_progress,1,16400,1732,"""No""",16,0.03000000,0,0,0,0,0,0,0,1.03905000,0,7470,7470
City of Salida Mayor - Two Year Term,county_wide_contest,in_progress,1,10433,3167,"""Justin Critelli""",387,0.03000000,0,0,0,0,0,0,0,1.03905000,0,197,197
City of Salida Question 2A,opportunistic_benefits,in_progress,1,10433,3167,"""Yes/For""",805,0.03000000,0,0,0,0,0,0,0,1.03905000,0,95,95
City of Sheridan City Council Member Ward I,opportunistic_benefits,in_progress,1,174299,249,"""Anthony Lopez""",26,0.03000000,0,0,0,0,0,0,0,1.03905000,0,48851,48851
City of Sheridan City Council Member Ward II,opportunistic_benefits,not_auditable,2,174299,347,"""Michael Moreno"",""Jay Whittaker""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Sheridan City Council Member Ward III,opportunistic_benefits,in_progress,1,174299,399,"""CJ Clark""",107,0.03000000,0,0,0,0,0,0,0,1.03905000,0,11871,11871
City of Sheridan Mayor,opportunistic_benefits,in_progress,1,174299,995,"""Sally Daigle""",93,0.03000000,0,0,0,0,0,0,0,1.03905000,0,13658,13658
City of Steamboat Springs Ballot Question 2D,opportunistic_benefits,in_progress,1,10308,5486,"""Yes/For""",4185,0.03000000,0,0,0,0,0,0,0,1.03905000,0,18,18
City of Steamboat Springs City Council - At Large,county_wide_contest,in_progress,1,10308,5486,"""Dave Barnes""",608,0.03000000,0,0,0,0,0,0,0,1.03905000,0,124,124
City of Steamboat Springs City Council - District I,opportunistic_benefits,in_progress,1,10308,5486,"""Gail Garey""",618,0.03000000,0,0,0,0,0,0,0,1.03905000,0,122,122
City of Steamboat Springs City Council - District II,opportunistic_benefits,not_auditable,1,10308,5486,"""Steve Muntean""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Steamboat Springs City Council - District III,opportunistic_benefits,in_progress,1,10308,5486,"""John Agosta""",198,0.03000000,0,0,0,0,0,0,0,1.03905000,0,380,380
City of Sterling Councilmember Ward 1,opportunistic_benefits,in_progress,1,6091,1272,"""Kristi Knowles""",169,0.03000000,0,0,0,0,0,0,0,1.03905000,0,263,263
City of Sterling Councilmember Ward 2,opportunistic_benefits,not_auditable,1,6091,855,"""John Haynie""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Sterling Councilmember Ward 3,opportunistic_benefits,in_progress,1,6091,623,"""Steve Lively""",38,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1169,1169
City of Sterling Mayor,opportunistic_benefits,in_progress,1,6091,2750,"""Mark Fuller""",160,0.03000000,0,0,0,0,0,0,0,1.03905000,0,278,278
City of Sterling Referred Ballot Issue 2Y,opportunistic_benefits,in_progress,1,6091,2750,"""No/Against""",175,0.03000000,0,0,0,0,0,0,0,1.03905000,0,254,254
City of Sterling Referred Ballot Question 2Z,opportunistic_benefits,in_progress,1,6091,2750,"""Yes/For""",903,0.03000000,0,0,0,0,0,0,0,1.03905000,0,50,50
City of Thornton Ballot Question 2A,county_wide_contest,in_progress,1,106471,33982,"""Yes/For""",2149,0.03000000,0,0,0,0,0,0,0,1.03905000,0,362,362
City of Thornton Ballot Question 2B,opportunistic_benefits,in_progress,1,106471,33982,"""Yes/For""",20147,0.03000000,0,0,0,0,0,0,0,1.03905000,0,39,39
City of Thornton Ballot Question 2C,opportunistic_benefits,in_progress,1,106471,33982,"""Yes/For""",7656,0.03000000,0,0,0,0,0,0,0,1.03905000,0,102,102
City of Thornton Ballot Question 2D,opportunistic_benefits,in_progress,1,106471,33982,"""Yes/For""",17048,0.03000000,0,0,0,0,0,0,0,1.03905000,0,46,46
City of Thornton Council Member - Ward 1,opportunistic_benefits,not_auditable,1,106471,3893,"""Cherish Salazar""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Thornton Council Member - Ward 2,opportunistic_benefits,in_progress,1,106471,6645,"""John Alge""",1127,0.03000000,0,0,0,0,0,0,0,1.03905000,0,689,689
City of Thornton Council Member - Ward 3,opportunistic_benefits,in_progress,1,106471,12229,"""Devin Byrd""",311,0.03000000,0,0,0,0,0,0,0,1.03905000,0,2495,2495
City of Thornton Council Member - Ward 4,opportunistic_benefits,in_progress,1,106471,11215,"""Drew Morris""",9,0.03000000,0,0,0,0,0,0,0,1.03905000,0,86206,86206
City of Trinidad Ballot Issue 2A,opportunistic_benefits,in_progress,1,4561,2608,"""Yes/For""",1239,0.03000000,0,0,0,0,0,0,0,1.03905000,0,27,27
City of Trinidad Mayor - At Large,county_wide_contest,in_progress,1,4561,2608,"""Cy Michaels""",517,0.03000000,0,0,0,0,0,0,0,1.03905000,0,65,65
City of Victor Ballot Question 2A,opportunistic_benefits,in_progress,1,10151,129,"""No/Against""",11,0.03000000,0,0,0,0,0,0,0,1.03905000,0,6725,6725
City of Victor Mayor,opportunistic_benefits,not_auditable,1,10151,129,"""Barbara Manning""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Walsenburg City Council Ward 1,opportunistic_benefits,not_auditable,1,2687,293,"""Veronica Maes""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Walsenburg City Council Ward 2,opportunistic_benefits,not_auditable,1,2687,324,"""Jennifer Novak""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Walsenburg City Council Ward 3,opportunistic_benefits,not_auditable,1,2687,307,"""Pamela Brietweiser""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Walsenburg Issue 300,county_wide_contest,in_progress,1,2687,924,"""No/Against""",282,0.03000000,0,0,0,0,0,0,0,1.03905000,0,70,70
City of Walsenburg Mayor,opportunistic_benefits,not_auditable,1,2687,924,"""Gary Vezzani""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Walsenburg Question 2A,opportunistic_benefits,in_progress,1,2687,924,"""No/Against""",151,0.03000000,0,0,0,0,0,0,0,1.03905000,0,130,130
City of Westminster Ballot Issue 3H,opportunistic_benefits,in_progress,1,306392,34198,"""Yes/For""",1245,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1794,1794
City of Westminster Council Members,opportunistic_benefits,in_progress,3,306392,34198,"""Obi Ezeadi"",""Jack Johnson"",""Sarah Nurmela""",2834,0.03000000,0,0,0,0,0,0,0,1.03905000,0,788,788
City of Westminster Mayor,opportunistic_benefits,in_progress,1,306392,34198,"""Claire Carmelia""",8910,0.03000000,0,0,0,0,0,0,0,1.03905000,0,251,251
City of Wheat Ridge Ballot Question 2B,opportunistic_benefits,in_progress,1,199921,10912,"""No/Against""",1074,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1357,1357
City of Wheat Ridge Council Member District I,opportunistic_benefits,not_auditable,1,199921,2640,"""Kathleen Martell""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Wheat Ridge Council Member District II,opportunistic_benefits,in_progress,1,199921,2690,"""Scott Ohm""",404,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3606,3606
City of Wheat Ridge Council Member District III,opportunistic_benefits,in_progress,1,199921,3419,"""Pat Quinn """,481,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3029,3029
City of Wheat Ridge Council Member District IV,opportunistic_benefits,not_auditable,1,199921,2163,"""Mike Okada""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Wheat Ridge Mayor,opportunistic_benefits,not_auditable,1,199921,10912,"""Korey Stites""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
City of Woodland Park Ballot Question 2C,opportunistic_benefits,in_progress,1,10151,3368,"""Yes/For""",1540,0.03000000,0,0,0,0,0,0,0,1.03905000,0,49,49
City of Woodland Park Ballot Question 2D,opportunistic_benefits,in_progress,1,10151,3368,"""Yes/For""",2241,0.03000000,0,0,0,0,0,0,0,1.03905000,0,34,34
City of Woodland Park Ballot Question 2E,opportunistic_benefits,in_progress,1,10151,3368,"""Yes/For""",1948,0.03000000,0,0,0,0,0,0,0,1.03905000,0,38,38
City of Yuma Ballot Issue 2A,opportunistic_benefits,in_progress,1,2750,822,"""Yes/For""",141,0.03000000,0,0,0,0,0,0,0,1.03905000,0,143,143
City of Yuma Ballot Question 2B,county_wide_contest,in_progress,1,2750,822,"""No/Against""",283,0.03000000,0,0,0,0,0,0,0,1.03905000,0,71,71
City of Yuma City Council,opportunistic_benefits,in_progress,3,2750,822,"""Michael Fitzsimmons"",""Nathan O'Neal"",""Michael R Aagesen""",20,0.03000000,0,0,0,0,0,0,0,1.03905000,0,1002,1002
City of Yuma Mayor,opportunistic_benefits,in_progress,1,2750,822,"""Tim McClung""",187,0.03000000,0,0,0,0,0,0,0,1.03905000,0,108,108
CLEAR CREEK COUNTY EMERGENCY SERVICES GENERAL IMPROVEMENT DISTRICT QUESTION 1A,county_wide_contest,in_progress,1,3273,1036,"""Yes/For""",164,0.03000000,0,0,0,0,0,0,0,1.03905000,0,146,146
Clifton Fire Protection District Ballot Issue 6B,opportunistic_benefits,in_progress,1,52437,7814,"""Yes/For""",2535,0.03000000,0,0,0,0,0,0,0,1.03905000,0,151,151
Coal Creek Canyon Fire Protection District Ballot Issue 7B,opportunistic_benefits,in_progress,1,324037,1506,"""Yes/For""",763,0.03000000,0,0,0,0,0,0,0,1.03905000,0,3095,3095
Colorado Mountain College Ballot issue 7C,opportunistic_benefits,in_progress,1,6134,6093,"""Yes/For""",2918,0.03000000,0,0,0,0,0,0,0,1.03905000,0,16,16
Colorado Mountain College Ballot Issue 7C,opportunistic_benefits,in_progress,1,79275,56371,"""Yes/For""",17732,0.03000000,0,0,0,0,0,0,0,1.03905000,0,33,33
Colorado Mountain College Board of Trustees - At Large,opportunistic_benefits,not_auditable,2,85409,62464,"""Beth Helmke"",""Magda King""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Colorado Mountain College Board of Trustees - District 1,opportunistic_benefits,not_auditable,1,85409,62464,"""Markey Butler""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
Colorado Mountain College Board of Trustees - District 3,opportunistic_benefits,not_auditable,1,85409,62464,"""Elizabeth Sass""",0,0.03000000,0,0,0,0,0,0,0,1.03905000,0,0,0
