contest_name,audit_reason,random_audit_status,ballot_card_count,winners,min_margin,risk_limit,audited_sample_count,two_vote_over_count,one_vote_over_count,one_vote_under_count,two_vote_under_count,disagreement_count,other_count,gamma,overstatements,optimistic_samples_to_audit,estimated_samples_to_audit
Amendment Y (Constitutional),opportunistic_benefits,ended,67548,"""Yes/for""",25200,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,17,17
Amendment Z (Constitutional),opportunistic_benefits,ended,67548,"""Yes/for""",24226,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,18,18
Attorney General,state_wide_contest,risk_limit_achieved,67548,"""Phil Weiser""",2130,0.05000000,414,1,0,0,0,0,0,1.03905000,0.00,414,414
Colorado Court of Appeals Judge - Dailey,opportunistic_benefits,ended,67548,"""Yes""",24816,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,17,17
Colorado Court of Appeals Judge - Freyre,opportunistic_benefits,ended,67548,"""Yes""",24031,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,18,18
Colorado Court of Appeals Judge - Harris,opportunistic_benefits,ended,67548,"""Yes""",19167,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,22,22
Colorado Court of Appeals Judge - Richman,opportunistic_benefits,ended,67548,"""Yes""",23341,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,19,19
Colorado Supreme Court Justice - Gabriel,opportunistic_benefits,ended,67548,"""Yes""",25016,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,17,17
District Court Judge - 10th Judicial District - Eyler,opportunistic_benefits,ended,67548,"""Yes""",25597,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,17,17
District Court Judge - 10th Judicial District - Karn,opportunistic_benefits,ended,67548,"""Yes""",23187,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,19,19
Governor / Lieutenant Governor,opportunistic_benefits,ended,67548,"""Jared Polis / Dianne Primavera""",4129,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,102,102
Mayor,opportunistic_benefits,ended,67548,"""Nick Gradisar""",433,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,972,972
Proposition 109 (Statutory),opportunistic_benefits,ended,67548,"""No/against""",15467,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,28,28
Proposition 110 (Statutory),opportunistic_benefits,ended,67548,"""No/against""",26908,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,16,16
Proposition 111 (Statutory),opportunistic_benefits,ended,67548,"""Yes/for""",34845,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,13,13
Proposition 112 (Statutory),opportunistic_benefits,ended,67548,"""No/against""",15162,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,28,28
Pueblo City 60 School Ballot Issue 4A,opportunistic_benefits,ended,67548,"""No/against""",978,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,430,430
Pueblo County Assessor,opportunistic_benefits,not_auditable,67548,"""Frank Beltran""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Pueblo County Ballot Issue 1A,opportunistic_benefits,ended,67548,"""No/against""",7311,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,58,58
Pueblo County Clerk and Recorder,opportunistic_benefits,not_auditable,67548,"""Gilbert \""bo\"" Ortiz""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Pueblo County Commissioner - District 3,opportunistic_benefits,ended,67548,"""Chris Wiseman""",5444,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,78,78
Pueblo County Coroner,opportunistic_benefits,ended,67548,"""Brian Cotter""",8357,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,51,51
Pueblo County Court Judge - Fieldman,opportunistic_benefits,ended,67548,"""Yes""",25444,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,17,17
Pueblo County Court Judge - Lobato,opportunistic_benefits,ended,67548,"""Yes""",24613,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,18,18
Pueblo County Sheriff,opportunistic_benefits,ended,67548,"""Kirk Taylor""",47436,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,9,9
Pueblo County Surveyor,opportunistic_benefits,not_auditable,67548,"""Randy Reeves""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Pueblo County Treasurer,opportunistic_benefits,not_auditable,67548,"""Del Olivas""",0,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,0,0
Pueblo West Metropolitan Ballot Issue 6A,opportunistic_benefits,ended,67548,"""No/against""",5127,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,83,83
Regent of the University of Colorado - At Large,opportunistic_benefits,ended,67548,"""Lesley Smith""",3506,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,120,120
Regent of the University of Colorado - Congressional District 3,opportunistic_benefits,ended,67548,"""Alvin Rivera""",5834,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,73,73
Representative to the 116th United States Congress - District 3,opportunistic_benefits,ended,67548,"""Scott R. Tipton""",1246,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,338,338
Secretary of State,opportunistic_benefits,ended,67548,"""Jena Griswold""",6155,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,69,69
State Representative - District 46,opportunistic_benefits,ended,67548,"""Daneya Esgar""",6120,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,69,69
State Representative - District 47,opportunistic_benefits,ended,67548,"""Bri Buentello""",1735,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,243,243
State Representative - District 62,opportunistic_benefits,ended,67548,"""Donald E. Valdez""",2378,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,177,177
State Senator - District 3,opportunistic_benefits,ended,67548,"""Leroy M. Garcia""",25515,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,17,17
State Treasurer,opportunistic_benefits,ended,67548,"""Dave Young""",3350,0.05000000,0,0,0,0,0,0,0,1.03905000,0.00,126,126

