2026 Morgan County Primary,5.17.17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,United States Senator - DEM (Vote For=1),United States Senator - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Governor - DEM (Vote For=1),Governor - DEM (Vote For=1),Secretary of State - DEM (Vote For=1),Secretary of State - DEM (Vote For=1),State Treasurer - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),State Senator - District 1 - DEM (Vote For=1),Secretary of State - LBR (Vote For=1),Secretary of State - LBR (Vote For=1),United States Senator - REP (Vote For=1),Representative to the 120th United States Congress - District 4 - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Secretary of State - REP (Vote For=1),State Treasurer - REP (Vote For=1),Attorney General - REP (Vote For=1),Attorney General - REP (Vote For=1),State Senator - District 1 - REP (Vote For=1),State Representative - District 63 - REP (Vote For=1),Morgan County Commissioner District 2 - REP (Vote For=1),Morgan County Clerk and Recorder - REP (Vote For=1),Morgan County Treasurer - REP (Vote For=1),Morgan County Assessor - REP (Vote For=1),Morgan County Sheriff - REP (Vote For=1),Morgan County Coroner - REP (Vote For=1),Governor - UNI (Vote For=1),Governor - UNI (Vote For=1)
,,,,,,Julie Gonzales,John Hickenlooper,Eileen Laubacher,Write-in,Jenna Preston,Phil Weiser,Michael Bennet,Amanda Gonzalez,Jessie Danielson,Jeff Bridges,Jena Griswold,David Seligman,Michael Dougherty,Hetal Doshi,Jamie Jeffery,Sean Vadney,Alex Astley,Mark Baisley,Lauren Boebert,Scott Bottoms,Victor Marx,Barb Kirkmeyer,Write-in,"Kelvin ""K-Man"" Wimberly",James Wiley,Kevin Grantham,Michael J. Allen,David Willson,Byron Pelton,Dusty Johnson,Robert W Pennington,Kevin Strauch,Kirstin M Watson,Tim Amen,Dave (David) D. Martin,Mike Dahl,Paul Noël Fiorino,Jeff Peckman
CvrNumber,TabulatorNum,BatchId,RecordId,ImprintedId,BallotType,DEM,DEM,DEM,,,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,LBR,LBR,REP,REP,REP,REP,REP,,,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,UNI,UNI
1582,102,33,20,102-33-20,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1583,102,33,10,102-33-10,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,,
1584,102,33,34,102-33-34,01-DEM,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1585,102,33,31,102-33-31,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1586,102,34,32,102-34-32,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1587,102,34,31,102-34-31,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,
1588,102,34,21,102-34-21,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1589,102,34,11,102-34-11,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1590,102,34,1,102-34-1,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1591,102,34,34,102-34-34,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1592,102,34,33,102-34-33,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1593,102,34,22,102-34-22,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1594,102,34,12,102-34-12,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1595,102,34,5,102-34-5,01-DEM,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1596,102,34,36,102-34-36,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1597,102,34,35,102-34-35,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1598,102,34,23,102-34-23,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1599,102,34,13,102-34-13,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1600,102,34,38,102-34-38,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1601,102,34,37,102-34-37,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1602,102,34,24,102-34-24,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1603,102,34,14,102-34-14,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1604,102,34,8,102-34-8,01-DEM,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1605,102,34,42,102-34-42,01-DEM,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
1606,102,34,41,102-34-41,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1607,102,34,27,102-34-27,02-REP,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,,
1608,102,34,15,102-34-15,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1609,102,34,6,102-34-6,01-DEM,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
1610,102,34,40,102-34-40,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1611,102,34,39,102-34-39,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1612,102,34,25,102-34-25,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,,
1613,102,34,16,102-34-16,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1614,102,34,3,102-34-3,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1615,102,34,50,102-34-50,01-DEM,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
1616,102,34,49,102-34-49,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1617,102,34,26,102-34-26,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1618,102,34,17,102-34-17,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1619,102,34,10,102-34-10,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,,
1620,102,34,44,102-34-44,01-DEM,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1621,102,34,43,102-34-43,01-DEM,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1622,102,34,28,102-34-28,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1623,102,34,18,102-34-18,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1624,102,34,4,102-34-4,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,,
1625,102,34,48,102-34-48,01-DEM,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1626,102,34,47,102-34-47,03-LBR,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1627,102,34,30,102-34-30,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1628,102,34,19,102-34-19,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1629,102,34,7,102-34-7,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1630,102,34,46,102-34-46,01-DEM,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1631,102,34,45,102-34-45,01-DEM,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1632,102,34,29,102-34-29,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1633,102,34,20,102-34-20,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1634,102,34,9,102-34-9,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1635,102,34,2,102-34-2,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1636,102,35,48,102-35-48,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1637,102,35,47,102-35-47,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1638,102,35,25,102-35-25,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1639,102,35,24,102-35-24,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
1640,102,35,18,102-35-18,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,,
1641,102,35,11,102-35-11,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1642,102,35,2,102-35-2,01-DEM,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1643,102,35,36,102-35-36,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1644,102,35,35,102-35-35,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1645,102,35,23,102-35-23,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,,
1646,102,35,12,102-35-12,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
1647,102,35,1,102-35-1,01-DEM,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
1648,102,35,34,102-35-34,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1649,102,35,33,102-35-33,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1650,102,35,22,102-35-22,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1651,102,35,13,102-35-13,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1652,102,35,10,102-35-10,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,,
1653,102,35,38,102-35-38,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1654,102,35,37,102-35-37,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1655,102,35,26,102-35-26,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1656,102,35,14,102-35-14,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1657,102,35,3,102-35-3,01-DEM,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1658,102,35,40,102-35-40,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1659,102,35,39,102-35-39,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1660,102,35,27,102-35-27,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1661,102,35,15,102-35-15,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1662,102,35,4,102-35-4,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1663,102,35,44,102-35-44,02-REP,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,
1664,102,35,43,102-35-43,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1665,102,35,29,102-35-29,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1666,102,35,16,102-35-16,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1667,102,35,6,102-35-6,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1668,102,35,42,102-35-42,02-REP,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1669,102,35,41,102-35-41,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1670,102,35,28,102-35-28,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1671,102,35,17,102-35-17,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1672,102,35,5,102-35-5,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1673,102,35,46,102-35-46,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1674,102,35,45,102-35-45,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,,
1675,102,35,30,102-35-30,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1676,102,35,19,102-35-19,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,,
1677,102,35,8,102-35-8,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,,
1678,102,35,31,102-35-31,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,,
1679,102,35,20,102-35-20,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1680,102,35,9,102-35-9,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1681,102,35,49,102-35-49,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,,
1682,102,35,32,102-35-32,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1683,102,35,21,102-35-21,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1684,102,35,7,102-35-7,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,
1685,102,35,50,102-35-50,02-REP,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1686,102,36,31,102-36-31,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,,
1687,102,36,30,102-36-30,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,,
1688,102,36,21,102-36-21,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1689,102,36,11,102-36-11,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1690,102,36,8,102-36-8,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1691,102,36,27,102-36-27,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1692,102,36,26,102-36-26,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,,
1693,102,36,22,102-36-22,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,,
1694,102,36,12,102-36-12,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1695,102,36,9,102-36-9,01-DEM,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
1696,102,36,36,102-36-36,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,,
1697,102,36,35,102-36-35,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,
1698,102,36,23,102-36-23,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,,
1699,102,36,13,102-36-13,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,,
1700,102,36,1,102-36-1,01-DEM,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
1701,102,36,38,102-36-38,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1702,102,36,37,102-36-37,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1703,102,36,24,102-36-24,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,,
1704,102,36,14,102-36-14,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1705,102,36,2,102-36-2,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,,
1706,102,36,40,102-36-40,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1707,102,36,39,102-36-39,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,,
1708,102,36,25,102-36-25,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1709,102,36,15,102-36-15,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1710,102,36,4,102-36-4,02-REP,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1711,102,36,50,102-36-50,01-DEM,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1712,102,36,49,102-36-49,01-DEM,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
1713,102,36,32,102-36-32,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,,
1714,102,36,16,102-36-16,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1715,102,36,10,102-36-10,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,
1716,102,36,42,102-36-42,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1717,102,36,41,102-36-41,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1718,102,36,28,102-36-28,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1719,102,36,17,102-36-17,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1720,102,36,7,102-36-7,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1721,102,36,44,102-36-44,01-DEM,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
1722,102,36,43,102-36-43,01-DEM,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1723,102,36,18,102-36-18,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1724,102,36,3,102-36-3,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1725,102,36,48,102-36-48,01-DEM,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
1726,102,36,47,102-36-47,01-DEM,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1727,102,36,34,102-36-34,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,
1728,102,36,19,102-36-19,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,,
1729,102,36,6,102-36-6,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,,
1730,102,36,46,102-36-46,01-DEM,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1731,102,36,45,102-36-45,01-DEM,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1732,102,36,33,102-36-33,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,,
1733,102,36,20,102-36-20,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1734,102,36,5,102-36-5,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1735,102,36,29,102-36-29,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1736,102,37,31,102-37-31,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1737,102,37,30,102-37-30,01-DEM,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
1738,102,37,20,102-37-20,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
1739,102,37,11,102-37-11,01-DEM,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1740,102,37,1,102-37-1,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1741,102,37,33,102-37-33,01-DEM,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
1742,102,37,32,102-37-32,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1743,102,37,21,102-37-21,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1744,102,37,12,102-37-12,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1745,102,37,2,102-37-2,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
1746,102,37,37,102-37-37,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
1747,102,37,36,102-37-36,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
