2026 Morgan County Primary,5.17.17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,United States Senator - DEM (Vote For=1),United States Senator - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Representative to the 120th United States Congress - District 4 - DEM (Vote For=1),Governor - DEM (Vote For=1),Governor - DEM (Vote For=1),Secretary of State - DEM (Vote For=1),Secretary of State - DEM (Vote For=1),State Treasurer - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),Attorney General - DEM (Vote For=1),State Senator - District 1 - DEM (Vote For=1),Secretary of State - LBR (Vote For=1),Secretary of State - LBR (Vote For=1),United States Senator - REP (Vote For=1),Representative to the 120th United States Congress - District 4 - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Governor - REP (Vote For=1),Secretary of State - REP (Vote For=1),State Treasurer - REP (Vote For=1),Attorney General - REP (Vote For=1),Attorney General - REP (Vote For=1),State Senator - District 1 - REP (Vote For=1),State Representative - District 63 - REP (Vote For=1),Morgan County Commissioner District 2 - REP (Vote For=1),Morgan County Clerk and Recorder - REP (Vote For=1),Morgan County Treasurer - REP (Vote For=1),Morgan County Assessor - REP (Vote For=1),Morgan County Sheriff - REP (Vote For=1),Morgan County Coroner - REP (Vote For=1),Governor - UNI (Vote For=1),Governor - UNI (Vote For=1)
,,,,,,Julie Gonzales,John Hickenlooper,Eileen Laubacher,Write-in,Jenna Preston,Phil Weiser,Michael Bennet,Amanda Gonzalez,Jessie Danielson,Jeff Bridges,Jena Griswold,David Seligman,Michael Dougherty,Hetal Doshi,Jamie Jeffery,Sean Vadney,Alex Astley,Mark Baisley,Lauren Boebert,Scott Bottoms,Victor Marx,Barb Kirkmeyer,Write-in,"Kelvin ""K-Man"" Wimberly",James Wiley,Kevin Grantham,Michael J. Allen,David Willson,Byron Pelton,Dusty Johnson,Robert W Pennington,Kevin Strauch,Kirstin M Watson,Tim Amen,Dave (David) D. Martin,Mike Dahl,Paul Noël Fiorino,Jeff Peckman
CvrNumber,TabulatorNum,BatchId,RecordId,ImprintedId,BallotType,DEM,DEM,DEM,,,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,LBR,LBR,REP,REP,REP,REP,REP,,,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,REP,UNI,UNI
3976,102,84,9,102-84-9,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
3977,102,84,42,102-84-42,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
3978,102,84,41,102-84-41,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
3979,102,84,26,102-84-26,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,,
3980,102,84,14,102-84-14,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,,
3981,102,84,7,102-84-7,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
3982,102,84,38,102-84-38,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
3983,102,84,37,102-84-37,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
3984,102,84,24,102-84-24,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
3985,102,84,15,102-84-15,02-REP,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3986,102,84,5,102-84-5,02-REP,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3987,102,84,40,102-84-40,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
3988,102,84,39,102-84-39,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
3989,102,84,25,102-84-25,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
3990,102,84,16,102-84-16,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,,
3991,102,84,4,102-84-4,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
3992,102,84,44,102-84-44,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
3993,102,84,43,102-84-43,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
3994,102,84,28,102-84-28,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,,
3995,102,84,17,102-84-17,02-REP,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,,
3996,102,84,3,102-84-3,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
3997,102,84,50,102-84-50,02-REP,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
3998,102,84,49,102-84-49,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
3999,102,84,27,102-84-27,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,,
4000,102,84,18,102-84-18,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4001,102,84,10,102-84-10,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4002,102,84,46,102-84-46,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4003,102,84,45,102-84-45,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4004,102,84,29,102-84-29,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,,
4005,102,84,19,102-84-19,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4006,102,84,6,102-84-6,02-REP,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
4007,102,84,48,102-84-48,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,,
4008,102,84,47,102-84-47,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4009,102,84,30,102-84-30,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4010,102,84,20,102-84-20,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,,
4011,102,84,8,102-84-8,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4012,102,85,38,102-85-38,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
4013,102,85,37,102-85-37,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,,
4014,102,85,25,102-85-25,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4015,102,85,24,102-85-24,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4016,102,85,20,102-85-20,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4017,102,85,11,102-85-11,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4018,102,85,10,102-85-10,01-DEM,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4019,102,85,42,102-85-42,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
4020,102,85,41,102-85-41,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4021,102,85,27,102-85-27,02-REP,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4022,102,85,26,102-85-26,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4023,102,85,21,102-85-21,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4024,102,85,12,102-85-12,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4025,102,85,5,102-85-5,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4026,102,85,36,102-85-36,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
4027,102,85,35,102-85-35,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,,
4028,102,85,23,102-85-23,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,,
4029,102,85,13,102-85-13,01-DEM,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4030,102,85,9,102-85-9,01-DEM,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
4031,102,85,40,102-85-40,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4032,102,85,39,102-85-39,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4033,102,85,28,102-85-28,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4034,102,85,14,102-85-14,01-DEM,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
4035,102,85,7,102-85-7,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4036,102,85,46,102-85-46,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4037,102,85,45,102-85-45,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,,
4038,102,85,30,102-85-30,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,,
4039,102,85,15,102-85-15,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,
4040,102,85,4,102-85-4,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4041,102,85,44,102-85-44,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4042,102,85,43,102-85-43,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4043,102,85,29,102-85-29,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,,
4044,102,85,16,102-85-16,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4045,102,85,8,102-85-8,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4046,102,85,50,102-85-50,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4047,102,85,49,102-85-49,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4048,102,85,31,102-85-31,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4049,102,85,17,102-85-17,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4050,102,85,3,102-85-3,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4051,102,85,48,102-85-48,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4052,102,85,47,102-85-47,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4053,102,85,32,102-85-32,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4054,102,85,18,102-85-18,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
4055,102,85,6,102-85-6,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4056,102,85,33,102-85-33,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4057,102,85,19,102-85-19,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4058,102,85,1,102-85-1,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4059,102,85,34,102-85-34,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4060,102,85,22,102-85-22,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4061,102,85,2,102-85-2,02-REP,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4062,102,86,36,102-86-36,01-DEM,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
4063,102,86,35,102-86-35,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4064,102,86,24,102-86-24,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4065,102,86,23,102-86-23,01-DEM,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
4066,102,86,15,102-86-15,01-DEM,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4067,102,86,11,102-86-11,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4068,102,86,1,102-86-1,01-DEM,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
4069,102,86,38,102-86-38,02-REP,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4070,102,86,37,102-86-37,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4071,102,86,26,102-86-26,01-DEM,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4072,102,86,25,102-86-25,01-DEM,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4073,102,86,21,102-86-21,01-DEM,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
4074,102,86,12,102-86-12,01-DEM,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4075,102,86,10,102-86-10,01-DEM,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4076,102,86,40,102-86-40,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4077,102,86,39,102-86-39,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4078,102,86,27,102-86-27,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,,
4079,102,86,13,102-86-13,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4080,102,86,2,102-86-2,01-DEM,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4081,102,86,44,102-86-44,01-DEM,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
4082,102,86,43,102-86-43,01-DEM,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
4083,102,86,28,102-86-28,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4084,102,86,14,102-86-14,01-DEM,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
4085,102,86,9,102-86-9,01-DEM,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4086,102,86,42,102-86-42,02-REP,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,,
4087,102,86,41,102-86-41,01-DEM,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4088,102,86,29,102-86-29,01-DEM,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4089,102,86,16,102-86-16,01-DEM,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4090,102,86,8,102-86-8,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4091,102,86,46,102-86-46,01-DEM,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4092,102,86,45,102-86-45,01-DEM,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4093,102,86,30,102-86-30,01-DEM,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4094,102,86,17,102-86-17,01-DEM,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4095,102,86,5,102-86-5,01-DEM,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
4096,102,86,50,102-86-50,01-DEM,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
4097,102,86,49,102-86-49,01-DEM,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4098,102,86,32,102-86-32,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4099,102,86,18,102-86-18,01-DEM,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
4100,102,86,7,102-86-7,01-DEM,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4101,102,86,33,102-86-33,01-DEM,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4102,102,86,19,102-86-19,01-DEM,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4103,102,86,6,102-86-6,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4104,102,86,48,102-86-48,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4105,102,86,47,102-86-47,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4106,102,86,31,102-86-31,01-DEM,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4107,102,86,20,102-86-20,01-DEM,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
4108,102,86,4,102-86-4,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,,
4109,102,86,34,102-86-34,01-DEM,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
4110,102,86,22,102-86-22,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
4111,102,86,3,102-86-3,01-DEM,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4112,102,87,32,102-87-32,01-DEM,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
4113,102,87,31,102-87-31,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4114,102,87,21,102-87-21,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
4115,102,87,11,102-87-11,01-DEM,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4116,102,87,1,102-87-1,02-REP,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,,
4117,102,87,34,102-87-34,01-DEM,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4118,102,87,33,102-87-33,01-DEM,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
4119,102,87,22,102-87-22,01-DEM,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4120,102,87,12,102-87-12,01-DEM,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4121,102,87,2,102-87-2,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4122,102,87,36,102-87-36,01-DEM,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
4123,102,87,35,102-87-35,01-DEM,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
4124,102,87,23,102-87-23,01-DEM,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4125,102,87,13,102-87-13,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,,
4126,102,87,3,102-87-3,01-DEM,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4127,102,87,40,102-87-40,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
4128,102,87,39,102-87-39,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,,
4129,102,87,26,102-87-26,01-DEM,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,
4130,102,87,14,102-87-14,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4131,102,87,8,102-87-8,02-REP,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
4132,102,87,46,102-87-46,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4133,102,87,45,102-87-45,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4134,102,87,27,102-87-27,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,,
4135,102,87,15,102-87-15,02-REP,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
4136,102,87,4,102-87-4,02-REP,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4137,102,87,42,102-87-42,01-DEM,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
4138,102,87,41,102-87-41,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4139,102,87,24,102-87-24,02-REP,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,,
4140,102,87,16,102-87-16,01-DEM,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
4141,102,87,10,102-87-10,02-REP,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,,
4142,102,87,38,102-87-38,01-DEM,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
